tag with attr="type"	frequency
<subSubSection type="specimens examined [introduced/cultivated or naturalised]">	1
<subSubSection type="specimens examined [native range]">	1
<subSubSection type="specimens examined from brazil">	5
<subSubSection type="specimens examined">	976
<subSubSection type="specimens examined.">	7
<subSubSection type="specimens from bambesa">	1
<subSubSection type="specimens from erionomus pilosus.">	1
<subSubSection type="specimens from literature">	1
<subSubSection type="specimens from">	1
<subSubSection type="specimens not examined">	1
<subSubSection type="specimens of hoya loheri examined">	1
<subSubSection type="specimens of uncertain identity hereby excluded from the type series">	2
<subSubSection type="specimens see">	1
<subSubSection type="specimens seen (paratypes)">	5
<subSubSection type="specimens seen from bolivia">	1
<subSubSection type="specimens seen">	37
<subSubSection type="specimens sequenced">	6
<subSubSection type="specimens studied">	13
<subSubSection type="specimens with type status uncertain">	1
<subSubSection type="specimens with uncertain determination">	1
<subSubSection type="specimens with uncertain location">	1
<subSubSection type="specimens with unclear labelling">	1
<subSubSection type="specimens with unknown country association">	1
<subSubSection type="specimens">	39
<subSubSection type="specimens examined">	2
<subSubSection type="spermatheca variation">	1
<subSubSection type="spermathecae variation">	6
<subSubSection type="spicules">	1
<subSubSection type="spinneret spigot morphology">	9
<subSubSection type="spores">	14
<subSubSection type="spot tests">	8
<subSubSection type="st lucia records">	105
<subSubSection type="stadium v">	1
<subSubSection type="stadium vi">	1
<subSubSection type="stadium vii">	1
<subSubSection type="stages">	2
<subSubSection type="standard measurements">	5
<subSubSection type="status and conservation">	20
<subSubSection type="status and nomenclature">	1
<subSubSection type="stem anatomy">	6
<subSubSection type="sternum">	1
<subSubSection type="sternum, ribs and ossified tendons">	1
<subSubSection type="stomach">	1
<subSubSection type="stratigraphic and paleogeographic range of the genus">	1
<subSubSection type="stratigraphic horizon">	5
<subSubSection type="stratum typicum">	1
<subSubSection type="structural characteristics">	1
<subSubSection type="structure">	1
<subSubSection type="studied material">	18
<subSubSection type="subadults">	1
<subSubSection type="subfamilial diagnosis">	1
<subSubSection type="subgeneric characters">	4
<subSubSection type="subgeneric diagnosis">	2
<subSubSection type="subgeneritype">	1
<subSubSection type="subiculum">	9
<subSubSection type="subimago and imago">	1
<subSubSection type="subspecies">	4
<subSubSection type="subspecific epithet">	1
<subSubSection type="substratum">	2
<subSubSection type="subterranean hypothesis">	1
<subSubSection type="subtribal classification">	1
<subSubSection type="sudan">	2
<subSubSection type="suggested common name.">	2
<subSubSection type="suggested common names">	1
<subSubSection type="suggested conservation status">	1
<subSubSection type="suggested conservational status">	2
<subSubSection type="suggested english name">	1
<subSubSection type="suggested spanish name">	1
<subSubSection type="summary of female morphology">	1
<subSubSection type="summary of juvenile morphology">	1
<subSubSection type="summary of nomenclatural changes">	2
<subSubSection type="supplemental description">	12
<subSubSection type="supplementary description of the holotype">	1
<subSubSection type="supplementary description">	7
<subSubSection type="supplementary observations">	20
<subSubSection type="supplementary specimen studied">	1
<subSubSection type="symbionts">	1
<subSubSection type="symbiotic host">	11
<subSubSection type="symbiotic relationship">	1
<subSubSection type="symbiotype">	1
<subSubSection type="sympatric species">	3
<subSubSection type="synapomorphies">	3
<subSubSection type="syninclusions">	2
<subSubSection type="synonomy">	2
<subSubSection type="synonym">	68
<subSubSection type="synonymicList">	1
<subSubSection type="synonymic_list">	1081
<subSubSection type="synonymies">	2
<subSubSection type="synonyms">	108
<subSubSection type="synonymy">	87
<subSubSection type="synoymic_list">	1
<subSubSection type="syntype (lost)">	2
<subSubSection type="syntype 1 ♀">	2
<subSubSection type="syntype 1 ♂">	2
<subSubSection type="syntype of polynoe brasilienis">	1
<subSubSection type="syntype ♀">	1
<subSubSection type="syntype ♂">	1
<subSubSection type="syntype">	56
<subSubSection type="syntypes">	45
<subSubSection type="systematic and biogeographic considerations">	1
<subSubSection type="systematic discussion">	1
<subSubSection type="systematic placement and diagnosis">	1
<subSubSection type="systematic placement">	2
<subSubSection type="systematic position of dongodytes">	1
<subSubSection type="systematic position">	9
<subSubSection type="systematic remarks">	4
<subSubSection type="systematics and phylogenetic assessment">	1
<subSubSection type="systematics">	1
<subSubSection type="tadpoles variation">	1
<subSubSection type="tadpoles">	3
<subSubSection type="taphonomic features">	1
<subSubSection type="taxa included">	1
<subSubSection type="taxon diagnosis">	1
<subSubSection type="taxon discussion">	285
<subSubSection type="taxonomic affinities">	20
<subSubSection type="taxonomic and nomenclatural notes">	1
<subSubSection type="taxonomic assessment">	1
<subSubSection type="taxonomic characters">	1
<subSubSection type="taxonomic comment">	13
<subSubSection type="taxonomic comments">	49
<subSubSection type="taxonomic composition">	2
<subSubSection type="taxonomic composition, and sequence of presentation">	1
<subSubSection type="taxonomic considerations">	1
<subSubSection type="taxonomic correction">	1
<subSubSection type="taxonomic discussion">	13
<subSubSection type="taxonomic history">	17
<subSubSection type="taxonomic justification">	2
<subSubSection type="taxonomic key">	2
<subSubSection type="taxonomic note">	171
<subSubSection type="taxonomic notes">	161
<subSubSection type="taxonomic placement of">	1
<subSubSection type="taxonomic position">	16
<subSubSection type="taxonomic relationships">	2
<subSubSection type="taxonomic remark">	3
<subSubSection type="taxonomic remarks">	81
<subSubSection type="taxonomic summary">	2
<subSubSection type="taxonomic treatment">	1
<subSubSection type="taxonomical comment">	2
<subSubSection type="taxonomical note">	33
<subSubSection type="taxonomical notes">	15
<subSubSection type="taxonomical reassessment">	3
<subSubSection type="taxonomical remark">	2
<subSubSection type="taxonomical remarks">	6
<subSubSection type="taxonomy and discussion">	1
<subSubSection type="taxonomy and phylogeny">	28
<subSubSection type="taxonomy references">	1
<subSubSection type="taxonomy">	51
<subSubSection type="teleomorph">	5
<subSubSection type="temperature tolerance">	1
<subSubSection type="temporal and geographic range">	2
<subSubSection type="temporal data">	234
<subSubSection type="temporal distribution">	7
<subSubSection type="temporal fistribution">	1
<subSubSection type="teneral specimen">	1
<subSubSection type="tentative id, most likely this species">	1
<subSubSection type="tentative identification">	1
<subSubSection type="terminalia">	6
<subSubSection type="termitophiles">	7
<subSubSection type="the atomarius species group">	1
<subSubSection type="the branchial fields from which the filaments arise">	1
<subSubSection type="the classification into species-groups">	1
<subSubSection type="the first instar larva">	1
<subSubSection type="the geography of the genus">	1
<subSubSection type="the larva of mitosynum vockerothi">	1
<subSubSection type="the name “dragon millipede”">	1
<subSubSection type="the number of branchial filaments">	1
<subSubSection type="the number of branchial segments">	1
<subSubSection type="the number of rows of uncini">	1
<subSubSection type="the number of segments with notopodia and notochaetae">	1
<subSubSection type="the shape of the uncinus">	1
<subSubSection type="the species-groups">	1
<subSubSection type="the three species of polyspathia may be separated by the following key">	2
<subSubSection type="third instar larva">	1
<subSubSection type="third instar">	4
<subSubSection type="thorax and abdomen">	1
<subSubSection type="thorax">	11
<subSubSection type="thread resistance">	1
<subSubSection type="threats">	2
<subSubSection type="time of activity">	932
<subSubSection type="tlc/hplc">	8
<subSubSection type="toad introductions">	1
<subSubSection type="topographic location and ecology">	1
<subSubSection type="topotypic specimens">	1
<subSubSection type="topotypical material">	1
<subSubSection type="trama of the tubes">	1
<subSubSection type="transitional stage">	2
<subSubSection type="translation of chinese description of the species">	1
<subSubSection type="translation of original description">	1
<subSubSection type="translation of the latin text">	63
<subSubSection type="translation">	37
<subSubSection type="transplantation experiment">	1
<subSubSection type="transversally constricted achenes of lactuca hazaranensis aiding myrmecochory?">	1
<subSubSection type="tribal classification">	1
<subSubSection type="tribal diagnosis">	4
<subSubSection type="tritonymph">	1
<subSubSection type="troglomorphisms and conservation remarks">	1
